userId,Genres_and_Movies,Movies
486,"['Action,Adventure,Comedy,Crime']","[[{'movieId': 112, 'title': 'Rumble in the Bronx (Hont faan kui) (1995)', 'imdbId': 113326, 'tmdbId': 33542}, {'movieId': 153, 'title': 'Batman Forever (1995)', 'imdbId': 112462, 'tmdbId': 414}]]"
487,"['Drama,Sci-Fi,War']","[[{'movieId': 27611, 'title': 'Battlestar Galactica (2003)', 'imdbId': 314979, 'tmdbId': 206216}]]"
488,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
489,"['Action,Adventure,Animation,Drama,Fantasy']","[[{'movieId': 3000, 'title': 'Princess Mononoke (Mononoke-hime) (1997)', 'imdbId': 119698, 'tmdbId': 128}]]"
490,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
491,"['Action,Adventure,Drama,Fantasy,Mystery,IMAX']","[[{'movieId': 88125, 'title': 'Harry Potter and the Deathly Hallows: Part 2 (2011)', 'imdbId': 1201607, 'tmdbId': 12445}]]"
492,"['Action,Adventure,Comedy,Crime']","[[{'movieId': 112, 'title': 'Rumble in the Bronx (Hont faan kui) (1995)', 'imdbId': 113326, 'tmdbId': 33542}]]"
493,"['Action,Adventure,Fantasy']","[[{'movieId': 1275, 'title': 'Highlander (1986)', 'imdbId': 91203, 'tmdbId': 8009}]]"
494,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
495,"['Action,Adventure,Animation,Comedy']","[[{'movieId': 8917, 'title': 'Team America: World Police (2004)', 'imdbId': 372588, 'tmdbId': 3989}]]"
496,"['Mystery,Thriller']","[[{'movieId': 904, 'title': 'Rear Window (1954)', 'imdbId': 47396, 'tmdbId': 567}]]"
497,"['Adventure,Animation,Children,Drama']","[[{'movieId': 68954, 'title': 'Up (2009)', 'imdbId': 1049413, 'tmdbId': 14160}]]"
498,"['Action,Adventure,Mystery,Thriller']","[[{'movieId': 648, 'title': 'Mission: Impossible (1996)', 'imdbId': 117060, 'tmdbId': 954}]]"
499,"['Action,Comedy,Musical']","[[{'movieId': 1220, 'title': 'Blues Brothers, The (1980)', 'imdbId': 80455, 'tmdbId': 525}]]"
500,"['Adventure,Animation,Children,Comedy']","[[{'movieId': 2355, 'title': ""Bug's Life, A (1998)"", 'imdbId': 120623, 'tmdbId': 9487}]]"
501,"['Action,Adventure,Romance,Thriller']","[[{'movieId': 736, 'title': 'Twister (1996)', 'imdbId': 117998, 'tmdbId': 664}]]"
502,"['Action,Adventure,Sci-Fi']","[[{'movieId': 2640, 'title': 'Superman (1978)', 'imdbId': 78346, 'tmdbId': 1924}]]"
503,"['Adventure,Drama']","[[{'movieId': 1259, 'title': 'Stand by Me (1986)', 'imdbId': 92005, 'tmdbId': 235}]]"
504,"['Crime,Drama,Mystery']","[[{'movieId': 6870, 'title': 'Mystic River (2003)', 'imdbId': 327056, 'tmdbId': 322}]]"
505,"['Action,Comedy,Fantasy,Horror']","[[{'movieId': 1261, 'title': 'Evil Dead II (Dead by Dawn) (1987)', 'imdbId': 92991, 'tmdbId': 765}]]"
506,"['Drama,Fantasy,Horror,Romance']","[[{'movieId': 61240, 'title': 'Let the Right One In (Låt den rätte komma in) (2008)', 'imdbId': 1139797, 'tmdbId': 13310}]]"
507,"['Action,Romance,Thriller']","[[{'movieId': 377, 'title': 'Speed (1994)', 'imdbId': 111257, 'tmdbId': 1637}]]"
508,"['Adventure,Comedy,Sci-Fi']","[[{'movieId': 1270, 'title': 'Back to the Future (1985)', 'imdbId': 88763, 'tmdbId': 105}, {'movieId': 2011, 'title': 'Back to the Future Part II (1989)', 'imdbId': 96874, 'tmdbId': 165}]]"
509,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
510,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
511,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
512,"['Action,Drama,Romance,War']","[[{'movieId': 151, 'title': 'Rob Roy (1995)', 'imdbId': 114287, 'tmdbId': 11780}]]"
513,"['Comedy,War']","[[{'movieId': 750, 'title': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'imdbId': 57012, 'tmdbId': 935}]]"
514,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
515,"['Action,Adventure,Crime,IMAX']","[[{'movieId': 91529, 'title': 'Dark Knight Rises, The (2012)', 'imdbId': 1345836, 'tmdbId': 49026}]]"
516,"['Action,Adventure,Sci-Fi']","[[{'movieId': 260, 'title': 'Star Wars: Episode IV - A New Hope (1977)', 'imdbId': 76759, 'tmdbId': 11}]]"
517,"['Adventure,Animation,Children,Fantasy,IMAX']","[[{'movieId': 8965, 'title': 'Polar Express, The (2004)', 'imdbId': 338348, 'tmdbId': 5255}]]"
518,"['Adventure,Animation,Children,Comedy']","[[{'movieId': 6377, 'title': 'Finding Nemo (2003)', 'imdbId': 266543, 'tmdbId': 12}]]"
519,"['Action,Crime,Drama,Mystery,Thriller']","[[{'movieId': 7445, 'title': 'Man on Fire (2004)', 'imdbId': 328107, 'tmdbId': 9509}]]"
520,"['Action,Adventure,Animation,Children,Sci-Fi']","[[{'movieId': 3745, 'title': 'Titan A.E. (2000)', 'imdbId': 120913, 'tmdbId': 7450}]]"
521,"['Comedy,Crime,Drama,Thriller']","[[{'movieId': 608, 'title': 'Fargo (1996)', 'imdbId': 116282, 'tmdbId': 275}]]"
522,"['Action,Adventure,Comedy,Fantasy']","[[{'movieId': 6539, 'title': 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'imdbId': 325980, 'tmdbId': 22}]]"
523,"['Action,Adventure,Animation,Crime,Fantasy']","[[{'movieId': 55167, 'title': 'Tekkonkinkreet (Tekkon kinkurîto) (2006)', 'imdbId': 831888, 'tmdbId': 13754}]]"
524,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
525,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 4367, 'title': 'Lara Croft: Tomb Raider (2001)', 'imdbId': 146316, 'tmdbId': 1995}]]"
526,"['Adventure,Comedy,Crime']","[[{'movieId': 4027, 'title': 'O Brother, Where Art Thou? (2000)', 'imdbId': 190590, 'tmdbId': 134}]]"
527,"['Action,Adventure,Comedy']","[[{'movieId': 2471, 'title': 'Crocodile Dundee II (1988)', 'imdbId': 92493, 'tmdbId': 9396}]]"
528,"['Action,Adventure,Drama']","[[{'movieId': 3578, 'title': 'Gladiator (2000)', 'imdbId': 172495, 'tmdbId': 98}]]"
529,"['Action,Adventure,Sci-Fi']","[[{'movieId': 260, 'title': 'Star Wars: Episode IV - A New Hope (1977)', 'imdbId': 76759, 'tmdbId': 11}]]"
530,"['Adventure,Drama,Western']","[[{'movieId': 590, 'title': 'Dances with Wolves (1990)', 'imdbId': 99348, 'tmdbId': 581}]]"
531,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
532,"['Action,Adventure,Horror,Sci-Fi']","[[{'movieId': 1200, 'title': 'Aliens (1986)', 'imdbId': 90605, 'tmdbId': 679}]]"
533,"['Action,Adventure,Comedy,Crime']","[[{'movieId': 119145, 'title': 'Kingsman: The Secret Service (2015)', 'imdbId': 2802144, 'tmdbId': 207703}]]"
534,"['Animation,Musical']","[[{'movieId': 2394, 'title': 'Prince of Egypt, The (1998)', 'imdbId': 120794, 'tmdbId': 9837}]]"
535,"['Action,Crime']","[[{'movieId': 2692, 'title': 'Run Lola Run (Lola rennt) (1998)', 'imdbId': 130827, 'tmdbId': 104}]]"
536,"['Action,Adventure,Thriller']","[[{'movieId': 434, 'title': 'Cliffhanger (1993)', 'imdbId': 106582, 'tmdbId': 9350}]]"
537,"['Action,Adventure,Comedy,Fantasy']","[[{'movieId': 6539, 'title': 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'imdbId': 325980, 'tmdbId': 22}, {'movieId': 53125, 'title': ""Pirates of the Caribbean: At World's End (2007)"", 'imdbId': 449088, 'tmdbId': 285}]]"
538,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
539,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
540,"['Action,Crime,Film-Noir,Mystery,Thriller']","[[{'movieId': 32587, 'title': 'Sin City (2005)', 'imdbId': 401792, 'tmdbId': 187}]]"
541,"['Action,Adventure,Mystery,Thriller']","[[{'movieId': 648, 'title': 'Mission: Impossible (1996)', 'imdbId': 117060, 'tmdbId': 954}]]"
542,"['Action,Adventure,Comedy,Sci-Fi']","[[{'movieId': 1527, 'title': 'Fifth Element, The (1997)', 'imdbId': 119116, 'tmdbId': 18}]]"
543,"['Action,Adventure,Comedy,Romance,Thriller']","[[{'movieId': 380, 'title': 'True Lies (1994)', 'imdbId': 111503, 'tmdbId': 36955}]]"
544,"['Action,Adventure,Romance,Thriller']","[[{'movieId': 736, 'title': 'Twister (1996)', 'imdbId': 117998, 'tmdbId': 664}]]"
545,"['Crime,Thriller']","[[{'movieId': 2605, 'title': 'Entrapment (1999)', 'imdbId': 137494, 'tmdbId': 1844}]]"
546,"['Action,Adventure,Fantasy']","[[{'movieId': 3877, 'title': 'Supergirl (1984)', 'imdbId': 88206, 'tmdbId': 9651}]]"
547,"['Action,Sci-Fi,Thriller']","[[{'movieId': 541, 'title': 'Blade Runner (1982)', 'imdbId': 83658, 'tmdbId': 78}]]"
548,"['Action,Adventure,Thriller']","[[{'movieId': 733, 'title': 'Rock, The (1996)', 'imdbId': 117500, 'tmdbId': 9802}]]"
549,"['Action,Adventure,Fantasy,Sci-Fi']","[[{'movieId': 122924, 'title': 'X-Men: Apocalypse (2016)', 'imdbId': 3385516, 'tmdbId': 246655}]]"
550,"['Action,Adventure,Comedy,Sci-Fi']","[[{'movieId': 122904, 'title': 'Deadpool (2016)', 'imdbId': 1431045, 'tmdbId': 293660}]]"
551,"['Action,Adventure,Children,IMAX']","[[{'movieId': 111659, 'title': 'Maleficent (2014)', 'imdbId': 1587310, 'tmdbId': 102651}]]"
552,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
553,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
554,"['Action,Adventure,Crime,Thriller']","[[{'movieId': 170, 'title': 'Hackers (1995)', 'imdbId': 113243, 'tmdbId': 10428}]]"
555,"['Action,Adventure,Comedy,Fantasy,Horror']","[[{'movieId': 1215, 'title': 'Army of Darkness (1993)', 'imdbId': 106308, 'tmdbId': 766}]]"
556,"['Action,Adventure,Sci-Fi']","[[{'movieId': 112852, 'title': 'Guardians of the Galaxy (2014)', 'imdbId': 2015381, 'tmdbId': 118340}]]"
557,"['Action,Adventure,Mystery,Thriller']","[[{'movieId': 648, 'title': 'Mission: Impossible (1996)', 'imdbId': 117060, 'tmdbId': 954}]]"
558,"['Action,Adventure,Drama,Thriller']","[[{'movieId': 5064, 'title': 'The Count of Monte Cristo (2002)', 'imdbId': 245844, 'tmdbId': 11362}]]"
559,"['Action,Adventure,Comedy,Sci-Fi']","[[{'movieId': 1527, 'title': 'Fifth Element, The (1997)', 'imdbId': 119116, 'tmdbId': 18}]]"
560,['(no genres listed)'],"[[{'movieId': 141866, 'title': 'Green Room (2015)', 'imdbId': 4062536, 'tmdbId': 313922}]]"
561,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
562,"['Action,Adventure,Children,Comedy,Fantasy']","[[{'movieId': 2005, 'title': 'Goonies, The (1985)', 'imdbId': 89218, 'tmdbId': 9340}]]"
563,"['Musical,Romance']","[[{'movieId': 1035, 'title': 'Sound of Music, The (1965)', 'imdbId': 59742, 'tmdbId': 15121}]]"
564,"['Comedy,Fantasy,Romance']","[[{'movieId': 1265, 'title': 'Groundhog Day (1993)', 'imdbId': 107048, 'tmdbId': 137}]]"
565,"['Adventure,Drama,Western']","[[{'movieId': 590, 'title': 'Dances with Wolves (1990)', 'imdbId': 99348, 'tmdbId': 581}]]"
566,"['Action,Drama,War']","[[{'movieId': 110, 'title': 'Braveheart (1995)', 'imdbId': 112573, 'tmdbId': 197}]]"
567,"['Animation,Comedy,Drama']","[[{'movieId': 71899, 'title': 'Mary and Max (2009)', 'imdbId': 978762, 'tmdbId': 24238}]]"
568,"['Adventure,Comedy,Musical']","[[{'movieId': 2863, 'title': ""Hard Day's Night, A (1964)"", 'imdbId': 58182, 'tmdbId': 704}]]"
569,"['Action,Adventure,Comedy,Crime']","[[{'movieId': 153, 'title': 'Batman Forever (1995)', 'imdbId': 112462, 'tmdbId': 414}]]"
570,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
571,"['Action,Horror']","[[{'movieId': 1387, 'title': 'Jaws (1975)', 'imdbId': 73195, 'tmdbId': 578}]]"
572,"['Action,Adventure,Drama,War']","[[{'movieId': 1262, 'title': 'Great Escape, The (1963)', 'imdbId': 57115, 'tmdbId': 5925}]]"
573,"['Action,Adventure,Children,Comedy,Fantasy']","[[{'movieId': 2005, 'title': 'Goonies, The (1985)', 'imdbId': 89218, 'tmdbId': 9340}]]"
574,"['Action,Drama,War']","[[{'movieId': 110, 'title': 'Braveheart (1995)', 'imdbId': 112573, 'tmdbId': 197}]]"
575,"['Adventure,Drama']","[[{'movieId': 1259, 'title': 'Stand by Me (1986)', 'imdbId': 92005, 'tmdbId': 235}]]"
576,"['Action,Romance,Sci-Fi,Thriller']","[[{'movieId': 1479, 'title': 'Saint, The (1997)', 'imdbId': 120053, 'tmdbId': 10003}]]"
577,"['Action,Adventure,Drama,War']","[[{'movieId': 1262, 'title': 'Great Escape, The (1963)', 'imdbId': 57115, 'tmdbId': 5925}]]"
578,"['Action,Crime,Mystery,Thriller']","[[{'movieId': 73017, 'title': 'Sherlock Holmes (2009)', 'imdbId': 988045, 'tmdbId': 10528}]]"
579,"['Action,Crime,Drama,Thriller']","[[{'movieId': 1573, 'title': 'Face/Off (1997)', 'imdbId': 119094, 'tmdbId': 754}]]"
580,"['Action,Adventure,Sci-Fi,Thriller,IMAX']","[[{'movieId': 6365, 'title': 'Matrix Reloaded, The (2003)', 'imdbId': 234215, 'tmdbId': 604}, {'movieId': 6934, 'title': 'Matrix Revolutions, The (2003)', 'imdbId': 242653, 'tmdbId': 605}]]"
581,"['Adventure,Children,Fantasy']","[[{'movieId': 4896, 'title': ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"", 'imdbId': 241527, 'tmdbId': 671}]]"
582,"['Action,Adventure,Drama,Fantasy,Mystery,IMAX']","[[{'movieId': 88125, 'title': 'Harry Potter and the Deathly Hallows: Part 2 (2011)', 'imdbId': 1201607, 'tmdbId': 12445}]]"
583,"['Adventure,Animation,Children,Comedy,Drama,Musical,Romance']","[[{'movieId': 1907, 'title': 'Mulan (1998)', 'imdbId': 120762, 'tmdbId': 10674}]]"
584,"['Action,Adventure,Comedy,Romance,Thriller']","[[{'movieId': 380, 'title': 'True Lies (1994)', 'imdbId': 111503, 'tmdbId': 36955}]]"
585,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
586,['(no genres listed)'],"[[{'movieId': 122896, 'title': 'Pirates of the Caribbean: Dead Men Tell No Tales (2017)', 'imdbId': 1790809, 'tmdbId': 166426}]]"
587,"['Action,Adventure,Thriller']","[[{'movieId': 3082, 'title': 'World Is Not Enough, The (1999)', 'imdbId': 143145, 'tmdbId': 36643}]]"
588,"['Action,Drama,War']","[[{'movieId': 110, 'title': 'Braveheart (1995)', 'imdbId': 112573, 'tmdbId': 197}]]"
589,"['Action,Adventure,Romance,Thriller']","[[{'movieId': 736, 'title': 'Twister (1996)', 'imdbId': 117998, 'tmdbId': 664}]]"
590,"['Action,Adventure,Mystery,Romance,Thriller']","[[{'movieId': 908, 'title': 'North by Northwest (1959)', 'imdbId': 53125, 'tmdbId': 213}]]"
591,"['Action,Adventure,Comedy']","[[{'movieId': 2683, 'title': 'Austin Powers: The Spy Who Shagged Me (1999)', 'imdbId': 145660, 'tmdbId': 817}]]"
592,"['Action,Adventure,Comedy,Romance,Thriller']","[[{'movieId': 380, 'title': 'True Lies (1994)', 'imdbId': 111503, 'tmdbId': 36955}]]"
594,"['Action,Adventure,Comedy,Romance']","[[{'movieId': 552, 'title': 'Three Musketeers, The (1993)', 'imdbId': 108333, 'tmdbId': 10057}]]"
595,"['Adventure,Animation,Children,Drama,Sci-Fi']","[[{'movieId': 2761, 'title': 'Iron Giant, The (1999)', 'imdbId': 129167, 'tmdbId': 10386}]]"
596,"['Action,Adventure,Animation,Drama,Fantasy']","[[{'movieId': 3000, 'title': 'Princess Mononoke (Mononoke-hime) (1997)', 'imdbId': 119698, 'tmdbId': 128}]]"
597,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
598,"['Action,Adventure,Romance']","[[{'movieId': 101577, 'title': 'Host, The (2013)', 'imdbId': 1517260, 'tmdbId': 72710}]]"
599,"['Action,Adventure,Horror,Sci-Fi']","[[{'movieId': 1200, 'title': 'Aliens (1986)', 'imdbId': 90605, 'tmdbId': 679}]]"
600,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
601,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
602,"['Action,Comedy,Crime,Fantasy']","[[{'movieId': 367, 'title': 'Mask, The (1994)', 'imdbId': 110475, 'tmdbId': 854}]]"
603,"['Action,Adventure,Drama,Western']","[[{'movieId': 1254, 'title': 'Treasure of the Sierra Madre, The (1948)', 'imdbId': 40897, 'tmdbId': 3090}]]"
604,"['Action,Adventure,Animation,Horror,Sci-Fi']","[[{'movieId': 610, 'title': 'Heavy Metal (1981)', 'imdbId': 82509, 'tmdbId': 11827}]]"
605,"['Adventure,Drama,IMAX']","[[{'movieId': 150, 'title': 'Apollo 13 (1995)', 'imdbId': 112384, 'tmdbId': 568}]]"
606,"['Action,Adventure,Animation,Drama,Fantasy']","[[{'movieId': 3000, 'title': 'Princess Mononoke (Mononoke-hime) (1997)', 'imdbId': 119698, 'tmdbId': 128}]]"
607,"['Action,Adventure,Drama,Thriller']","[[{'movieId': 798, 'title': 'Daylight (1996)', 'imdbId': 116040, 'tmdbId': 11228}, {'movieId': 2403, 'title': 'First Blood (Rambo: First Blood) (1982)', 'imdbId': 83944, 'tmdbId': 1368}]]"
608,"['Action,Adventure,Fantasy,Horror']","[[{'movieId': 7373, 'title': 'Hellboy (2004)', 'imdbId': 167190, 'tmdbId': 1487}]]"
609,"['Adventure,Drama,Western']","[[{'movieId': 590, 'title': 'Dances with Wolves (1990)', 'imdbId': 99348, 'tmdbId': 581}]]"
610,"['Action,Adventure,Animation,Sci-Fi']","[[{'movieId': 1274, 'title': 'Akira (1988)', 'imdbId': 94625, 'tmdbId': 149}]]"
